"time',"x',"y',"heading',"position',"velocity',"acceleration',"jerk'
0.94,46.2612766912814,45.7052977860001,2.743976,42.0432129364061,1.69499686531409,-0.0806040512318006,-0.00892652905324732
0.96,47.8053651041512,45.7499180087028,-0.288735,43.5879459201391,1.6090968580552,-0.0894791742280067,-0.00924491978771478
0.98,49.3080161082979,45.6744526388429,-6.666132,45.0924907225,1.53524979832744,-0.075354142579352,0.0144132976006681
1,50.7533374300638,45.4087382099881,-14.254092,46.5620341484839,1.46954342598397,-0.065706372343465,0.009647770235887
1.02,52.1201287039215,44.9632737960677,-21.840739,47.9995865580896,1.40936510745653,-0.0589983514974937,0.00657649102546203
1.04,53.3678221020429,44.3635071475327,-29.386467,49.3839488114073,1.33111755126699,-0.0752380347976341,-0.0156150800962888
1.06,54.4994587409612,43.6229190489324,-36.758364,50.7363807743284,1.27587921030294,-0.0521116424189166,0.0218173513006769
1.08,55.5057339494863,42.7615926396857,-43.950139,52.0609459779171,1.22644926258218,-0.0457684701118124,0.00587330769176313
1.1,56.3637931023547,41.8240412804543,-50.505995,53.3318779434519,1.15539269594065,-0.0645968787650234,-0.0171167351392827
1.12,57.0934255964783,40.8209518156104,-56.54936,54.5722617755626,1.10748556438459,-0.0427742246036291,0.019484512644102
1.14,57.7039047407987,39.7756904504317,-62.091432,55.7827394115334,1.06182248769369,-0.0400553304306178,0.00238499488860642
1.16,58.1955427531511,38.7300336540333,-66.645907,56.9382073128807,0.99609301840286,-0.0566633355955396,-0.0143172458318291
1.18,58.599624436543,37.6655848669923,-70.909117,58.076773616214,0.964886697740041,-0.0264460344600159,0.0256078823182404
1.2,58.9166380334627,36.635353632423,-74.194773,59.1546762172471,0.898252167527646,-0.055528775176996,-0.02423561726415
1.22,59.1707701950276,35.6074136795211,-77.234495,60.2135641727522,0.867940947135273,-0.024845262616699,0.025150420131391
1.24,59.3679686875766,34.6224289840292,-79.57472,61.2180949566592,0.810105470892758,-0.0466415130988021,-0.0175776213565348
1.26,59.5224672674805,33.6515339403941,-81.710531,62.2012058338992,0.780246727968242,-0.0236974150194569,0.0182096016502739
1.28,59.6398276253058,32.733964204883,-83.293551,63.1262505209899,0.722691161789623,-0.0449652860770463,-0.0166155242637417
1.3,59.731100130671,31.8229048773339,-84.813616,64.0418704031189,0.70432298625304,-0.0141293657973714,0.023719938676673
1.32,59.797236655361,30.9876947216821,-85.815539,64.8796949933535,0.634715598662643,-0.0527328693866647,-0.0292450784767374
1.34,59.8487571855291,30.151443775544,-86.817462,65.7175314988519,0.625251123506251,-0.00706304116148684,0.034081961362073
1.36,59.8845227016235,29.3848973768072,-87.50999,66.4849118175713,0.5642502343525,-0.0448535949659931,-0.0277871719150781
1.38,59.9114490722647,28.6452138799283,-88.083051,67.2250852465668,0.536357557243102,-0.0202120848618826,0.017856166742109
1.4,59.9309363705935,27.9074943455437,-88.650382,67.9630621203296,0.527126338402009,-0.00659372774363818,0.00972739794160317
1.42,59.9432614745594,27.2805365099466,-88.929006,68.5901410912769,0.44160490911782,-0.0602263586508371,-0.0377694583853513
1.44,59.9525375796495,26.653525690533,-89.207629,69.2172205230776,0.435471827639337,-0.00425908436005742,0.0388661627019303
1.46,59.9587646851799,26.0264768873212,-89.486252,69.8443002456429,0.429506659291317,-0.00408573174521961,0.000118734667697128
1.48,59.9622004496877,25.5156892129535,-89.610659,70.3550994750508,0.345134614464823,-0.0570081383962794,-0.0357583828723377
1.5,59.9647068391441,25.02869495066,-89.703503,70.8421001870574,0.324667141337681,-0.0136449820847612,0.0289087708743455
1.52,59.9664252279646,24.5416966901843,-89.796348,71.3291014792184,0.320395586948026,-0.00281023315108895,0.00712812429846856
1.54,59.9673546168343,24.0546964315077,-89.889193,71.8161026247147,0.316234510062575,-0.00270199797756553,7.0282580210013E-05
1.56,59.9676696340755,23.7311320610922,-89.922738,72.1396671484782,0.207413156258618,-0.0697572780794599,-0.0429841539114707
1.58,59.9679001901158,23.4700702650607,-89.933603,72.4007290463171,0.165229049265149,-0.0266988018946009,0.0272522001169993
1.6,59.9680817454717,23.2090084690726,-89.944469,72.6617909054364,0.163163661949602,-0.00129086707221653,0.0158799592639902
1.62,59.9682133008282,22.9479476731092,-89.955335,72.922851734547,0.161148659944759,-0.00124382839805154,2.90362186203629E-05
1.64,59.9682958561854,22.6868858771704,-89.966201,73.1839135435389,0.15918402987316,-0.00119794516560899,2.7977580757653E-05
1.66,59.9683284115432,22.4258240812563,-89.977067,73.444975341483,0.157266143339771,-0.00115535333336659,2.56577302665097E-05
1.68,59.9683109669018,22.1647622853668,-89.987933,73.7060371379553,0.155393926471628,-0.00111441480246636,2.43681731548977E-05
1.7,59.968250959375,21.9164234775154,-89.998161,73.9543759530567,0.146081655941979,-0.00547780619391131,-0.00256670081849703
1.72,59.9682495256867,21.859438489408,-89.998794,74.0113609411821,0.0331308070496769,-0.0656690981931986,-0.034994937208888
1.74,59.9682470919983,21.8024535013007,-89.999427,74.0683459293414,0.0327499931949956,-0.000218858537173176,0.0376150802620836
